#    L    TT             EE             BB             TE          
   395    0.17423E+04    0.21660E+02    0.38024E-01    0.69462E+01
   396    0.17364E+04    0.21655E+02    0.38137E-01    0.50396E+01
   397    0.17308E+04    0.21647E+02    0.38251E-01    0.31395E+01
   398    0.17257E+04    0.21634E+02    0.38366E-01    0.12472E+01
   399    0.17209E+04    0.21618E+02    0.38481E-01   -0.63627E+00
   400    0.17166E+04    0.21598E+02    0.38597E-01   -0.25102E+01
   401    0.17127E+04    0.21573E+02    0.38713E-01   -0.43739E+01
   402    0.17092E+04    0.21544E+02    0.38830E-01   -0.62265E+01
   403    0.17061E+04    0.21513E+02    0.38948E-01   -0.80675E+01
   404    0.17033E+04    0.21476E+02    0.39066E-01   -0.98952E+01
   405    0.17010E+04    0.21436E+02    0.39185E-01   -0.11711E+02
   406    0.16990E+04    0.21392E+02    0.39305E-01   -0.13511E+02
   407    0.16975E+04    0.21344E+02    0.39426E-01   -0.15299E+02
   408    0.16963E+04    0.21292E+02    0.39547E-01   -0.17069E+02
   409    0.16955E+04    0.21238E+02    0.39669E-01   -0.18824E+02
   410    0.16951E+04    0.21178E+02    0.39792E-01   -0.20562E+02
   411    0.16950E+04    0.21115E+02    0.39915E-01   -0.22283E+02
   412    0.16953E+04    0.21049E+02    0.40040E-01   -0.23986E+02
   413    0.16960E+04    0.20979E+02    0.40165E-01   -0.25670E+02
   414    0.16969E+04    0.20905E+02    0.40291E-01   -0.27335E+02
   415    0.16983E+04    0.20829E+02    0.40417E-01   -0.28979E+02
   416    0.16999E+04    0.20748E+02    0.40545E-01   -0.30603E+02
   417    0.17019E+04    0.20664E+02    0.40673E-01   -0.32207E+02
   418    0.17042E+04    0.20575E+02    0.40803E-01   -0.33788E+02
   419    0.17069E+04    0.20483E+02    0.40933E-01   -0.35346E+02
   420    0.17099E+04    0.20389E+02    0.41064E-01   -0.36882E+02
   421    0.17133E+04    0.20291E+02    0.41196E-01   -0.38393E+02
   422    0.17169E+04    0.20190E+02    0.41328E-01   -0.39881E+02
   423    0.17208E+04    0.20084E+02    0.41462E-01   -0.41344E+02
   424    0.17249E+04    0.19976E+02    0.41597E-01   -0.42782E+02
   425    0.17295E+04    0.19865E+02    0.41732E-01   -0.44193E+02
   426    0.17343E+04    0.19751E+02    0.41868E-01   -0.45578E+02
   427    0.17393E+04    0.19633E+02    0.42006E-01   -0.46938E+02
   428    0.17446E+04    0.19512E+02    0.42144E-01   -0.48268E+02
   429    0.17502E+04    0.19389E+02    0.42283E-01   -0.49571E+02
   430    0.17561E+04    0.19263E+02    0.42423E-01   -0.50846E+02
   431    0.17622E+04    0.19134E+02    0.42564E-01   -0.52092E+02
   432    0.17685E+04    0.19002E+02    0.42706E-01   -0.53310E+02
   433    0.17751E+04    0.18868E+02    0.42849E-01   -0.54497E+02
   434    0.17819E+04    0.18731E+02    0.42993E-01   -0.55655E+02
   435    0.17889E+04    0.18592E+02    0.43137E-01   -0.56783E+02
   436    0.17962E+04    0.18451E+02    0.43283E-01   -0.57881E+02
   437    0.18037E+04    0.18306E+02    0.43430E-01   -0.58946E+02
   438    0.18113E+04    0.18159E+02    0.43577E-01   -0.59980E+02
   439    0.18193E+04    0.18011E+02    0.43726E-01   -0.60983E+02
   440    0.18274E+04    0.17860E+02    0.43875E-01   -0.61953E+02
   441    0.18357E+04    0.17707E+02    0.44025E-01   -0.62891E+02
   442    0.18441E+04    0.17551E+02    0.44176E-01   -0.63797E+02
   443    0.18527E+04    0.17395E+02    0.44328E-01   -0.64670E+02
   444    0.18615E+04    0.17236E+02    0.44481E-01   -0.65508E+02
   445    0.18705E+04    0.17074E+02    0.44635E-01   -0.66314E+02
   446    0.18795E+04    0.16912E+02    0.44789E-01   -0.67084E+02
   447    0.18888E+04    0.16749E+02    0.44945E-01   -0.67823E+02
   448    0.18981E+04    0.16583E+02    0.45101E-01   -0.68527E+02
   449    0.19076E+04    0.16416E+02    0.45258E-01   -0.69195E+02
   450    0.19173E+04    0.16248E+02    0.45416E-01   -0.69831E+02
   451    0.19270E+04    0.16078E+02    0.45575E-01   -0.70431E+02
   452    0.19369E+04    0.15908E+02    0.45735E-01   -0.70998E+02
   453    0.19469E+04    0.15736E+02    0.45895E-01   -0.71529E+02
   454    0.19569E+04    0.15564E+02    0.46056E-01   -0.72027E+02
   455    0.19670E+04    0.15390E+02    0.46218E-01   -0.72491E+02
   456    0.19773E+04    0.15216E+02    0.46381E-01   -0.72914E+02
   457    0.19876E+04    0.15041E+02    0.46544E-01   -0.73310E+02
   458    0.19980E+04    0.14865E+02    0.46708E-01   -0.73662E+02
   459    0.20084E+04    0.14690E+02    0.46873E-01   -0.73984E+02
   460    0.20190E+04    0.14513E+02    0.47038E-01   -0.74271E+02
   461    0.20295E+04    0.14336E+02    0.47205E-01   -0.74523E+02
   462    0.20401E+04    0.14158E+02    0.47371E-01   -0.74735E+02
   463    0.20507E+04    0.13982E+02    0.47539E-01   -0.74925E+02
   464    0.20613E+04    0.13805E+02    0.47707E-01   -0.75063E+02
   465    0.20719E+04    0.13628E+02    0.47875E-01   -0.75179E+02
   466    0.20826E+04    0.13451E+02    0.48045E-01   -0.75251E+02
   467    0.20933E+04    0.13274E+02    0.48215E-01   -0.75294E+02
   468    0.21039E+04    0.13098E+02    0.48385E-01   -0.75300E+02
   469    0.21146E+04    0.12921E+02    0.48556E-01   -0.75276E+02
   470    0.21253E+04    0.12746E+02    0.48727E-01   -0.75216E+02
   471    0.21358E+04    0.12572E+02    0.48899E-01   -0.75119E+02
   472    0.21465E+04    0.12399E+02    0.49072E-01   -0.74993E+02
   473    0.21571E+04    0.12226E+02    0.49244E-01   -0.74830E+02
   474    0.21676E+04    0.12055E+02    0.49418E-01   -0.74638E+02
   475    0.21782E+04    0.11883E+02    0.49591E-01   -0.74409E+02
   476    0.21886E+04    0.11714E+02    0.49766E-01   -0.74146E+02
   477    0.21990E+04    0.11546E+02    0.49940E-01   -0.73858E+02
   478    0.22093E+04    0.11378E+02    0.50115E-01   -0.73526E+02
   479    0.22196E+04    0.11212E+02    0.50290E-01   -0.73175E+02
   480    0.22298E+04    0.11049E+02    0.50466E-01   -0.72787E+02
   481    0.22399E+04    0.10886E+02    0.50642E-01   -0.72364E+02
   482    0.22500E+04    0.10726E+02    0.50818E-01   -0.71912E+02
   483    0.22599E+04    0.10567E+02    0.50995E-01   -0.71434E+02
   484    0.22696E+04    0.10410E+02    0.51171E-01   -0.70924E+02
   485    0.22795E+04    0.10255E+02    0.51348E-01   -0.70382E+02
   486    0.22891E+04    0.10103E+02    0.51526E-01   -0.69813E+02
   487    0.22986E+04    0.99533E+01    0.51703E-01   -0.69215E+02
   488    0.23080E+04    0.98048E+01    0.51881E-01   -0.68587E+02
   489    0.23173E+04    0.96593E+01    0.52058E-01   -0.67932E+02
   490    0.23265E+04    0.95167E+01    0.52236E-01   -0.67248E+02
   491    0.23354E+04    0.93763E+01    0.52414E-01   -0.66539E+02
   492    0.23444E+04    0.92389E+01    0.52592E-01   -0.65803E+02
   493    0.23531E+04    0.91029E+01    0.52770E-01   -0.65040E+02
   494    0.23618E+04    0.89713E+01    0.52949E-01   -0.64252E+02
   495    0.23702E+04    0.88419E+01    0.53127E-01   -0.63439E+02
   496    0.23784E+04    0.87162E+01    0.53305E-01   -0.62602E+02
   497    0.23865E+04    0.85934E+01    0.53483E-01   -0.61740E+02
   498    0.23945E+04    0.84728E+01    0.53661E-01   -0.60856E+02
   499    0.24024E+04    0.83566E+01    0.53839E-01   -0.59947E+02
   500    0.24101E+04    0.82425E+01    0.54017E-01   -0.59018E+02
   501    0.24174E+04    0.81329E+01    0.54195E-01   -0.58067E+02
   502    0.24248E+04    0.80269E+01    0.54373E-01   -0.57093E+02
   503    0.24319E+04    0.79238E+01    0.54550E-01   -0.56100E+02
   504    0.24387E+04    0.78243E+01    0.54727E-01   -0.55086E+02
   505    0.24456E+04    0.77293E+01    0.54904E-01   -0.54055E+02
   506    0.24521E+04    0.76380E+01    0.55081E-01   -0.53004E+02
   507    0.24585E+04    0.75502E+01    0.55257E-01   -0.51935E+02
   508    0.24646E+04    0.74670E+01    0.55434E-01   -0.50848E+02
   509    0.24706E+04    0.73873E+01    0.55609E-01   -0.49746E+02
   510    0.24763E+04    0.73118E+01    0.55785E-01   -0.48627E+02
   511    0.24819E+04    0.72403E+01    0.55960E-01   -0.47493E+02
   512    0.24872E+04    0.71731E+01    0.56135E-01   -0.46344E+02
   513    0.24923E+04    0.71101E+01    0.56309E-01   -0.45182E+02
   514    0.24973E+04    0.70515E+01    0.56482E-01   -0.44007E+02
   515    0.25020E+04    0.69973E+01    0.56656E-01   -0.42819E+02
   516    0.25065E+04    0.69475E+01    0.56828E-01   -0.41619E+02
   517    0.25107E+04    0.69023E+01    0.57000E-01   -0.40408E+02
   518    0.25148E+04    0.68615E+01    0.57172E-01   -0.39188E+02
   519    0.25187E+04    0.68254E+01    0.57343E-01   -0.37956E+02
   520    0.25223E+04    0.67938E+01    0.57513E-01   -0.36716E+02
   521    0.25257E+04    0.67669E+01    0.57683E-01   -0.35468E+02
   522    0.25288E+04    0.67448E+01    0.57852E-01   -0.34213E+02
   523    0.25317E+04    0.67275E+01    0.58020E-01   -0.32950E+02
   524    0.25345E+04    0.67149E+01    0.58188E-01   -0.31682E+02
   525    0.25369E+04    0.67071E+01    0.58354E-01   -0.30408E+02
   526    0.25391E+04    0.67042E+01    0.58520E-01   -0.29129E+02
   527    0.25413E+04    0.67062E+01    0.58685E-01   -0.27846E+02
   528    0.25431E+04    0.67130E+01    0.58850E-01   -0.26562E+02
   529    0.25447E+04    0.67249E+01    0.59013E-01   -0.25274E+02
   530    0.25459E+04    0.67418E+01    0.59175E-01   -0.23985E+02
   531    0.25472E+04    0.67635E+01    0.59337E-01   -0.22694E+02
   532    0.25481E+04    0.67903E+01    0.59498E-01   -0.21404E+02
   533    0.25487E+04    0.68222E+01    0.59658E-01   -0.20114E+02
   534    0.25491E+04    0.68591E+01    0.59816E-01   -0.18826E+02
   535    0.25493E+04    0.69011E+01    0.59974E-01   -0.17540E+02
   536    0.25493E+04    0.69481E+01    0.60131E-01   -0.16256E+02
   537    0.25491E+04    0.70002E+01    0.60287E-01   -0.14976E+02
   538    0.25486E+04    0.70575E+01    0.60441E-01   -0.13701E+02
   539    0.25479E+04    0.71197E+01    0.60595E-01   -0.12430E+02
   540    0.25470E+04    0.71872E+01    0.60748E-01   -0.11165E+02
   541    0.25458E+04    0.72597E+01    0.60899E-01   -0.99063E+01
   542    0.25445E+04    0.73372E+01    0.61049E-01   -0.86553E+01
   543    0.25429E+04    0.74200E+01    0.61199E-01   -0.74119E+01
   544    0.25411E+04    0.75078E+01    0.61347E-01   -0.61769E+01
   545    0.25390E+04    0.76007E+01    0.61494E-01   -0.49510E+01
   546    0.25368E+04    0.76984E+01    0.61639E-01   -0.37352E+01
   547    0.25343E+04    0.78011E+01    0.61784E-01   -0.25298E+01
   548    0.25317E+04    0.79089E+01    0.61927E-01   -0.13357E+01
   549    0.25288E+04    0.80217E+01    0.62069E-01   -0.15369E+00
   550    0.25257E+04    0.81395E+01    0.62210E-01    0.10157E+01
   551    0.25225E+04    0.82624E+01    0.62350E-01    0.21719E+01
   552    0.25190E+04    0.83903E+01    0.62488E-01    0.33139E+01
   553    0.25153E+04    0.85218E+01    0.62626E-01    0.44414E+01
   554    0.25115E+04    0.86598E+01    0.62762E-01    0.55536E+01
   555    0.25074E+04    0.88021E+01    0.62896E-01    0.66497E+01
   556    0.25030E+04    0.89495E+01    0.63030E-01    0.77296E+01
   557    0.24986E+04    0.91011E+01    0.63162E-01    0.87916E+01
   558    0.24939E+04    0.92585E+01    0.63293E-01    0.98362E+01
   559    0.24890E+04    0.94195E+01    0.63422E-01    0.10863E+02
   560    0.24840E+04    0.95847E+01    0.63550E-01    0.11870E+02
   561    0.24787E+04    0.97550E+01    0.63677E-01    0.12857E+02
   562    0.24734E+04    0.99303E+01    0.63803E-01    0.13824E+02
   563    0.24678E+04    0.10109E+02    0.63927E-01    0.14773E+02
   564    0.24621E+04    0.10294E+02    0.64050E-01    0.15697E+02
   565    0.24562E+04    0.10481E+02    0.64172E-01    0.16601E+02
   566    0.24501E+04    0.10674E+02    0.64292E-01    0.17482E+02
   567    0.24439E+04    0.10870E+02    0.64411E-01    0.18341E+02
   568    0.24376E+04    0.11071E+02    0.64529E-01    0.19176E+02
   569    0.24310E+04    0.11276E+02    0.64645E-01    0.19989E+02
   570    0.24244E+04    0.11485E+02    0.64760E-01    0.20775E+02
   571    0.24175E+04    0.11699E+02    0.64873E-01    0.21537E+02
   572    0.24105E+04    0.11915E+02    0.64985E-01    0.22274E+02
   573    0.24034E+04    0.12136E+02    0.65096E-01    0.22984E+02
   574    0.23962E+04    0.12361E+02    0.65206E-01    0.23669E+02
   575    0.23889E+04    0.12588E+02    0.65314E-01    0.24327E+02
   576    0.23814E+04    0.12820E+02    0.65420E-01    0.24958E+02
   577    0.23738E+04    0.13055E+02    0.65526E-01    0.25563E+02
   578    0.23660E+04    0.13293E+02    0.65630E-01    0.26138E+02
   579    0.23582E+04    0.13536E+02    0.65732E-01    0.26687E+02
   580    0.23504E+04    0.13781E+02    0.65834E-01    0.27206E+02
   581    0.23422E+04    0.14029E+02    0.65934E-01    0.27697E+02
   582    0.23340E+04    0.14281E+02    0.66032E-01    0.28159E+02
   583    0.23258E+04    0.14536E+02    0.66129E-01    0.28591E+02
   584    0.23175E+04    0.14793E+02    0.66225E-01    0.28994E+02
   585    0.23091E+04    0.15053E+02    0.66320E-01    0.29366E+02
   586    0.23006E+04    0.15316E+02    0.66413E-01    0.29708E+02
   587    0.22921E+04    0.15582E+02    0.66505E-01    0.30020E+02
   588    0.22834E+04    0.15850E+02    0.66595E-01    0.30300E+02
   589    0.22747E+04    0.16121E+02    0.66684E-01    0.30550E+02
   590    0.22658E+04    0.16393E+02    0.66772E-01    0.30768E+02
   591    0.22570E+04    0.16669E+02    0.66858E-01    0.30955E+02
   592    0.22481E+04    0.16945E+02    0.66944E-01    0.31110E+02
   593    0.22392E+04    0.17225E+02    0.67027E-01    0.31234E+02
   594    0.22301E+04    0.17507E+02    0.67110E-01    0.31325E+02
   595    0.22210E+04    0.17789E+02    0.67191E-01    0.31386E+02
   596    0.22119E+04    0.18074E+02    0.67271E-01    0.31413E+02
   597    0.22028E+04    0.18359E+02    0.67350E-01    0.31408E+02
   598    0.21939E+04    0.18647E+02    0.67427E-01    0.31371E+02
   599    0.21848E+04    0.18936E+02    0.67504E-01    0.31302E+02
   600    0.21756E+04    0.19227E+02    0.67579E-01    0.31200E+02
   601    0.21664E+04    0.19519E+02    0.67652E-01    0.31066E+02
   602    0.21572E+04    0.19811E+02    0.67725E-01    0.30899E+02
   603    0.21480E+04    0.20105E+02    0.67796E-01    0.30701E+02
   604    0.21388E+04    0.20399E+02    0.67867E-01    0.30469E+02
   605    0.21297E+04    0.20693E+02    0.67936E-01    0.30205E+02
   606    0.21206E+04    0.20989E+02    0.68004E-01    0.29909E+02
   607    0.21112E+04    0.21285E+02    0.68070E-01    0.29581E+02
   608    0.21021E+04    0.21581E+02    0.68136E-01    0.29220E+02
   609    0.20931E+04    0.21877E+02    0.68201E-01    0.28827E+02
   610    0.20840E+04    0.22173E+02    0.68264E-01    0.28402E+02
   611    0.20749E+04    0.22470E+02    0.68327E-01    0.27945E+02
   612    0.20659E+04    0.22767E+02    0.68388E-01    0.27457E+02
   613    0.20569E+04    0.23061E+02    0.68449E-01    0.26936E+02
   614    0.20480E+04    0.23357E+02    0.68508E-01    0.26383E+02
   615    0.20391E+04    0.23651E+02    0.68567E-01    0.25800E+02
   616    0.20303E+04    0.23946E+02    0.68624E-01    0.25186E+02
   617    0.20216E+04    0.24240E+02    0.68681E-01    0.24541E+02
   618    0.20129E+04    0.24534E+02    0.68737E-01    0.23864E+02
   619    0.20042E+04    0.24827E+02    0.68792E-01    0.23159E+02
   620    0.19957E+04    0.25118E+02    0.68846E-01    0.22423E+02
   621    0.19872E+04    0.25408E+02    0.68899E-01    0.21656E+02
   622    0.19788E+04    0.25697E+02    0.68952E-01    0.20860E+02
   623    0.19705E+04    0.25984E+02    0.69003E-01    0.20036E+02
   624    0.19623E+04    0.26269E+02    0.69054E-01    0.19182E+02
   625    0.19541E+04    0.26553E+02    0.69104E-01    0.18299E+02
   626    0.19460E+04    0.26836E+02    0.69154E-01    0.17388E+02
   627    0.19381E+04    0.27116E+02    0.69203E-01    0.16450E+02
   628    0.19303E+04    0.27394E+02    0.69251E-01    0.15483E+02
   629    0.19226E+04    0.27670E+02    0.69299E-01    0.14489E+02
   630    0.19149E+04    0.27944E+02    0.69346E-01    0.13467E+02
   631    0.19074E+04    0.28215E+02    0.69392E-01    0.12420E+02
   632    0.19000E+04    0.28484E+02    0.69438E-01    0.11346E+02
   633    0.18927E+04    0.28751E+02    0.69483E-01    0.10247E+02
   634    0.18856E+04    0.29014E+02    0.69528E-01    0.91234E+01
   635    0.18786E+04    0.29276E+02    0.69573E-01    0.79747E+01
   636    0.18716E+04    0.29535E+02    0.69617E-01    0.68020E+01
   637    0.18648E+04    0.29789E+02    0.69660E-01    0.56047E+01
   638    0.18582E+04    0.30042E+02    0.69703E-01    0.43849E+01
   639    0.18517E+04    0.30291E+02    0.69746E-01    0.31417E+01
   640    0.18454E+04    0.30537E+02    0.69788E-01    0.18766E+01
   641    0.18392E+04    0.30780E+02    0.69831E-01    0.58954E+00
   642    0.18331E+04    0.31018E+02    0.69873E-01   -0.71866E+00
   643    0.18271E+04    0.31255E+02    0.69914E-01   -0.20476E+01
   644    0.18214E+04    0.31485E+02    0.69955E-01   -0.33965E+01
   645    0.18158E+04    0.31713E+02    0.69997E-01   -0.47652E+01
   646    0.18103E+04    0.31937E+02    0.70038E-01   -0.61531E+01
   647    0.18051E+04    0.32157E+02    0.70078E-01   -0.75600E+01
   648    0.17999E+04    0.32373E+02    0.70119E-01   -0.89839E+01
   649    0.17950E+04    0.32585E+02    0.70159E-01   -0.10426E+02
   650    0.17902E+04    0.32792E+02    0.70200E-01   -0.11884E+02
   651    0.17856E+04    0.32996E+02    0.70240E-01   -0.13359E+02
   652    0.17811E+04    0.33195E+02    0.70280E-01   -0.14849E+02
   653    0.17769E+04    0.33389E+02    0.70321E-01   -0.16354E+02
   654    0.17728E+04    0.33578E+02    0.70361E-01   -0.17872E+02
   655    0.17688E+04    0.33764E+02    0.70401E-01   -0.19404E+02
   656    0.17650E+04    0.33945E+02    0.70442E-01   -0.20949E+02
   657    0.17615E+04    0.34121E+02    0.70482E-01   -0.22506E+02
   658    0.17580E+04    0.34292E+02    0.70522E-01   -0.24075E+02
   659    0.17548E+04    0.34458E+02    0.70563E-01   -0.25654E+02
   660    0.17518E+04    0.34619E+02    0.70604E-01   -0.27243E+02
   661    0.17490E+04    0.34775E+02    0.70645E-01   -0.28841E+02
   662    0.17463E+04    0.34926E+02    0.70686E-01   -0.30449E+02
   663    0.17438E+04    0.35073E+02    0.70727E-01   -0.32065E+02
   664    0.17415E+04    0.35213E+02    0.70768E-01   -0.33688E+02
   665    0.17394E+04    0.35348E+02    0.70810E-01   -0.35318E+02
   666    0.17374E+04    0.35479E+02    0.70852E-01   -0.36953E+02
   667    0.17357E+04    0.35603E+02    0.70894E-01   -0.38595E+02
   668    0.17341E+04    0.35723E+02    0.70937E-01   -0.40241E+02
   669    0.17328E+04    0.35837E+02    0.70980E-01   -0.41891E+02
   670    0.17315E+04    0.35945E+02    0.71023E-01   -0.43542E+02
   671    0.17306E+04    0.36049E+02    0.71066E-01   -0.45198E+02
   672    0.17297E+04    0.36146E+02    0.71110E-01   -0.46856E+02
   673    0.17292E+04    0.36238E+02    0.71155E-01   -0.48513E+02
